V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
-0.14090797649778045,-0.8512699307812247,0.5160117728338887,0.5991068180977686,0.8433928878918523,0.7311023594942263,1.7600734543820389,1.1324317271576096,0.8632519437308837,-0.6557708552084199,1.0973523999122756,-0.6762801815461954,-0.21585083415167347,-0.04502948158664515,0.315133650625702,1.0373161589025297,-0.6149749296701862,0.8127559631855867,-0.6234494211853284,0.745119214623444
-0.010296047601661432,-0.8097905343446137,0.860838308216209,0.60498136745667,1.002324861382425,0.14038969003320043,1.6166360704480967,1.007972029502177,0.8230624938880537,-1.4780256412517128,0.5272877275270533,-0.06923273140312286,-1.068412530956087,-0.6470727863255187,0.36269572555230645,1.044244098284674,-0.5379896865967235,1.2802348694625925,-0.6184274807627617,0.4826483960798171
-0.010296047601661432,-0.8097905343446137,0.860838308216209,0.60498136745667,1.002324861382425,0.14038969003320043,1.6166360704480967,1.007972029502177,0.8230624938880537,-1.4780256412517128,0.5272877275270533,-0.06923273140312286,-1.068412530956087,-0.6470727863255187,0.36269572555230645,1.044244098284674,-0.5379896865967235,1.2802348694625925,-0.6184274807627617,0.4826483960798171
-0.010296047601661432,-0.8097905343446137,0.860838308216209,0.60498136745667,1.002324861382425,0.14038969003320043,1.6166360704480967,1.007972029502177,0.8230624938880537,-1.4780256412517128,0.5272877275270533,-0.06923273140312286,-1.068412530956087,-0.6470727863255187,0.36269572555230645,1.044244098284674,-0.5379896865967235,1.2802348694625925,-0.6184274807627617,0.4826483960798171
-0.010296047601661432,-0.8097905343446137,0.860838308216209,0.60498136745667,1.002324861382425,0.14038969003320043,1.6166360704480967,1.007972029502177,0.8230624938880537,-1.4780256412517128,0.5272877275270533,-0.06923273140312286,-1.068412530956087,-0.6470727863255187,0.36269572555230645,1.044244098284674,-0.5379896865967235,1.2802348694625925,-0.6184274807627617,0.4826483960798171
2.09839385942071,0.38518096190492934,-1.5015077135883446,-0.2504666339624947,-1.3091749824369194,0.6880233680769682,-0.26565937813878604,-1.3848233551245317,0.7326732998699509,-0.46454343293417377,-0.702374002867558,-0.08140978808581159,1.365865899205495,0.1231746636258644,0.22511485408255755,-0.45035113650808234,0.8184504890108396,-1.8253898574809955,0.18624450198816556,-1.3403350347871732
2.070958778354432,0.578140101952611,-1.823443404101238,-0.038040464807715335,-0.5634797303748662,-0.06323786663060901,0.20981489086136948,-1.0314689003283481,0.5161157399280882,-0.25301787784109986,-1.1954641934285655,0.33375210807217937,0.7749649760126058,-0.39613869111791783,-0.4964832686498861,-0.3548121165544931,0.8718105966953603,-1.5860317478163466,0.019981523994084333,-0.8325574591335804
-0.8305109294567956,0.8736640031134271,-1.0592533327020968,-0.14741519820725907,-0.8245376163015281,-1.6659926957843239,-1.4250273767092387,-1.1902389546433179,0.029280552884888074,0.4384624060485874,-0.8745351041680745,0.5628526715177814,-0.5048901622453175,0.03202251610162918,-0.4051125158349099,-0.4429644556669624,1.124327062951102,-0.24355870552244568,0.6389556181327148,-0.7671405608908444
-0.646743762233556,0.6087418247240504,-0.5194615917034501,0.2955191052134258,-0.7436398281185556,-0.27912051341723715,-1.4957720593002117,-0.6282451268941018,0.34361457382054894,0.6731963965551062,-1.0609790050219452,0.6884178833009366,0.020017915941684252,0.29250349110095264,-0.47618739390625664,0.8805021694234259,1.3269515824021185,0.24603185260142765,0.9562328410716552,-1.1803650872368896
-0.07368013283945206,-0.31127105792271303,0.3589103414985731,-0.679952601380503,-0.2487180972655072,-0.025974863585219523,1.128575578985638,0.8061394315947894,0.07497434370403616,-0.5988369667478608,0.8742678619838014,-0.49111388156512464,0.8415893969632385,-0.07599229931447835,0.7135220778023319,-0.19731548057118722,-0.9201152821395258,-0.19793266167460472,-0.1755489015021558,1.2754347411675908
-0.39002060564200225,0.9212878397153746,-0.5109049030777093,-0.1524487209000376,-0.28074946188085903,-0.4270199542261064,-1.9852583843037241,-1.0261991468748575,-0.8396702567159753,0.8691533214773832,-0.9789450053116217,0.5611453547461828,-0.22636743709866755,0.22091890193980585,-0.7032267464952454,-0.4767803517089775,0.6686475759448001,-0.1337478706231539,0.27152804598518765,-1.118226715405454
-0.39002060564200225,0.9212878397153746,-0.5109049030777093,-0.1524487209000376,-0.28074946188085903,-0.4270199542261064,-1.9852583843037241,-1.0261991468748575,-0.8396702567159753,0.8691533214773832,-0.9789450053116217,0.5611453547461828,-0.22636743709866755,0.22091890193980585,-0.7032267464952454,-0.4767803517089775,0.6686475759448001,-0.1337478706231539,0.27152804598518765,-1.118226715405454
0.8474411190570782,-0.22168948773266486,0.20570342693741714,-0.004018794309541258,0.5609819112089949,0.8854687819381639,-0.742902451572748,0.3806656183340499,-0.8994172620101069,1.2234999945423968,0.15457270476925392,-0.15565836396291988,0.3686390915720557,0.41826072565973454,-0.5790147498020289,-0.51962390519527335,-0.5482250664464334,-0.3231824370078328,-0.5980305945708715,-0.5109180852754825
0.8474411190570782,-0.22168948773266486,0.20570342693741714,-0.004018794309541258,0.5609819112089949,0.8854687819381639,-0.742902451572748,0.3806656183340499,-0.8994172620101069,1.2234999945423968,0.15457270476925392,-0.15565836396291988,0.3686390915720557,0.41826072565973454,-0.5790147498020289,-0.51962390519527335,-0.5482250664464334,-0.3231824370078328,-0.5980305945708715,-0.5109180852754825
-0.49438918277896754,-0.4178415008081425,0.7447905776139312,-0.32523663140777737,0.4910431648549269,-0.382333446336852,0.2626582434550326,-0.09382565402891799,-0.6570488043290983,0.2019273142398119,1.050873151737645,-0.2993332662669067,0.24194077677549627,-0.24862902264264328,0.4272888416358924,-0.9977217915943711,-0.04309014125976464,-0.4739103558691821,0.13207320247091986,0.6127643088765049
-0.0813149676696147,-0.3967922794727319,0.6258808050141533,0.27308627022193943,0.6227850155691184,0.48079618681365865,1.3743966204400435,1.1687876439097673,0.36583600898566426,-0.438158861104675,-0.11458311453407966,-0.48892145371271284,-0.8315655353236263,0.05204557234073922,0.4151126486133694,1.5207868764090944,-0.2581861327789332,1.547774643511444,-0.45086865435736007,0.6552254381360207
-0.5386380599830977,-0.30897538311459743,0.4893745535187,0.8221531099103438,0.12030948500490628,0.28225341900970713,0.9692427207083593,1.6564349268910332,0.3349123904189909,-0.5156866338648289,0.5528680488416627,-0.43280338839959187,-0.7969359701088541,-0.17070890991692247,0.7150542364469579,0.8121064046040026,-0.06493725959109826,1.4276694084184895,-0.37750273198686185,0.741426161856131
-0.5386380599830977,-0.30897538311459743,0.4893745535187,0.8221531099103438,0.12030948500490628,0.28225341900970713,0.9692427207083593,1.6564349268910332,0.3349123904189909,-0.5156866338648289,0.5528680488416627,-0.43280338839959187,-0.7969359701088541,-0.17070890991692247,0.7150542364469579,0.8121064046040026,-0.06493725959109826,1.4276694084184895,-0.37750273198686185,0.741426161856131
-0.5386380599830977,-0.30897538311459743,0.4893745535187,0.8221531099103438,0.12030948500490628,0.28225341900970713,0.9692427207083593,1.6564349268910332,0.3349123904189909,-0.5156866338648289,0.5528680488416627,-0.43280338839959187,-0.7969359701088541,-0.17070890991692247,0.7150542364469579,0.8121064046040026,-0.06493725959109826,1.4276694084184895,-0.37750273198686185,0.741426161856131
-0.490791486690741,-0.34995108671742525,0.5202938127705312,0.8779750092231555,0.05101406126402801,0.2952542756578298,0.9900683491406119,1.5512131069889001,0.300289559287955,-0.49340008460815243,0.6090900037342404,-0.3931764175574878,-0.8128463711219229,-0.1323000429951417,0.6885306289818085,0.9349162915254607,-0.11040965405705153,1.453819870262173,-0.412966823924192,0.7425456757470779
